S NO,APPLICATION NUMBER,NAME OF THE CANDIDATE,AGGREGATE MARK,RANK,COMMUNITY,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
22762,337136,,128,178018,MBC,3826,AG,MBC
22763,392051,,128,178020,SC,2731,CS,SC
22764,299429,,128,178021,MBC,4980,AD,MBC
22765,361454,,128,178025,BC,2634,EC,BC
22766,324167,,128,178026,SC,2608,EC,SC
22767,464246,,128,178027,MBC,1212,CS,MBC
22768,236645,,128,178030,MBC,3812,IT,OC
22769,268616,,128,178033,SC,1431,AD,SC
22770,409311,,128,178034,BC,3011,XM,BC
22771,315208,,128,178037,MBC,3817,EE,MBC
22772,405302,,128,178039,SCA,2763,CS,SCA
22773,306871,,128,178040,SC,1408,EC,SC
22774,434516,,128,178042,MBC,2610,IT,MBC
22775,376970,,128,178049,MBC,1428,CS,OC
22776,252577,,128,178051,MBC,2777,CS,MBC
22777,430704,,128,178053,SCA,2656,EE,SC
22778,426110,,128,178054,MBC,2758,AD,OC
22779,361335,,128,178056,SC,2747,BM,OC
22780,381194,,128,178059,MBC,3810,SC,MBC
22781,343589,,128,178060,BC,1202,AM,BC
22782,311829,,128,178063,SC,2642,ME,OC
22783,310735,,128,178067,MBC,1228,IT,OC
22784,437195,,128,178069,MBC,2642,CE,OC
22785,449402,,128,178073,SC,2673,EE,SC
22786,236195,,128,178075,SC,1509,EI,SC
22787,420794,,128,178076,BC,1301,EC,BC
22788,372428,,128,178077,SC,2748,EC,OC
22789,425860,,128,178078,MBC,3477,AD,OC
22790,215722,,128,178080,BC,1207,IT,BC
22791,400138,,128,178084,SC,2608,CE,SC
22792,424326,,128,178085,MBC,1510,EC,MBC
22793,246682,,128,178090,BC,1238,EC,BC
22794,317747,,128,178091,BC,5913,CS,BC
22795,278221,,128,178092,MBC,3807,ME,MBC
22796,295221,,128,178093,MBC,2639,AD,MBC
22797,422057,,128,178096,BC,4993,EE,OC
22798,407421,,128,178097,BC,3760,IT,BC
22799,386390,,128,178098,MBC,1412,ME,OC
22800,384405,,128,178099,MBC,2638,CS,OC
22801,224615,,128,178100,SC,3805,IT,SC
22802,456645,,128,178102,MBC,1228,IT,OC
22803,270864,,128,178105,BC,2610,EC,BC
22804,454026,,128,178107,BC,2634,ME,OC
22805,425597,,128,178108,MBC,2753,BM,OC
22806,264074,,128,178110,MBC,4941,CS,MBC
22807,298570,,128,178116,MBC,4971,EC,MBC
22808,439533,,128,178118,MBC,1519,CS,OC
22809,398262,,128,178119,BC,2707,RM,OC
22810,447465,,128,178121,SC,2650,ME,OC
22811,282327,,128,178123,BC,1222,AD,BC
22812,246093,,128,178124,BC,5915,IT,BC
22813,204324,,128,178129,BC,1431,CS,BC
22814,233778,,128,178133,BC,3461,EC,OC
22815,422269,,128,178139,MBC,2707,RM,OC
22816,317677,,128,178142,BC,2611,CY,BC
22817,408222,,128,178143,SCA,5911,CS,OC
22818,411960,,128,178148,BC,3833,EC,OC
22819,254094,,128,178149,BC,3821,EC,OC
22820,424103,,128,178150,BCM,2752,AD,BCM
22821,484807,,128,178152,MBC,4968,CS,OC
22822,301329,,128,178154,MBC,2635,AD,OC
22823,501781,,128,178156,MBC,5851,IT,OC
22824,408384,,128,178159,SCA,5910,CS,SCA
22825,419765,,128,178162,BC,2713,EC,BC
22826,403331,,128,178163,MBC,2601,EE,MBC
22827,472352,,128,178166,BC,3454,AG,OC
22828,274755,,128,178168,BCM,2642,IT,BCM
22829,225856,,128,178169,MBC,4917,CB,MBC
22830,385031,,128,178171,MBC,2634,EC,MBC
22831,305082,,128,178172,BC,1412,CB,BC
22832,445002,,128,178173,MBC,4982,CS,OC
22833,324896,,128,178177,MBC,1423,EC,MBC
22834,460987,,128,178179,SC,2611,FD,OC
22835,485002,,128,178180,BC,4994,CS,BC
22836,281595,,128,178183,MBC,1413,CD,MBC
22837,498256,,128,178184,SC,5921,ME,SC
22838,481712,,128,178187,MBC,1309,CE,MBC
22839,253329,,128,178188,MBC,1322,AM,MBC
22840,458673,,128,178189,BC,2747,CS,BC
22841,221248,,128,178190,SC,1322,CS,SC
22842,281512,,128,178194,BC,2621,AM,BC
22843,427985,,128,178195,MBC,1517,CS,OC
22844,375004,,128,178196,MBC,1301,IT,MBC
22845,318640,,128,178199,BCM,5914,EC,OC
22846,421052,,128,178202,MBC,2707,EC,MBC
22847,431019,,128,178208,SCA,3826,AD,SCA
22848,328673,,128,178210,ST,1303,IT,ST
22849,275374,,128,178213,BC,4686,CS,OC
22850,236563,,128,178214,MBC,2609,EC,MBC
22851,326790,,128,178217,MBC,3825,IT,MBC
22852,332870,,128,178219,MBC,3425,CE,MBC
22853,361107,,128,178222,MBC,2367,CS,MBC
22854,327139,,128,178223,SC,3760,CS,SC
22855,376422,,128,178228,MBC,2632,CS,MBC
22856,447763,,128,178229,SC,3810,BT,OC
22857,431434,,128,178231,MBC,5832,IT,MBC
22858,435374,,128,178235,BC,4989,IT,OC
22859,305935,,128,178236,SC,1520,AD,SC
22860,408924,,128,178237,BC,5,CE,BC
22861,408716,,128,178239,SC,1306,ME,SC
22862,484239,,128,178240,MBC,3810,EC,MBC
22863,316337,,128,178242,SC,1325,EC,SC
22864,489441,,128,178245,MBC,2643,IT,MBC
22865,473803,,128,178246,MBC,2601,EE,MBC
22866,252767,,128,178247,MBC,1303,CB,MBC
22867,442311,,128,178251,SC,2659,ME,OC
22868,348646,,128,178252,MBC,2601,EE,MBC
22869,445372,,128,178254,BC,5914,ME,BC
22870,481658,,128,178258,BC,1411,CS,OC
22871,296166,,128,178259,MBC,3810,CS,MBC
22872,349245,,128,178260,BC,4969,CS,BC
22873,485024,,128,178261,BC,5914,AM,OC
22874,456520,,128,178263,MBC,2643,IT,MBC
22875,393834,,128,178266,BC,1303,SC,BC
22876,421261,,128,178268,MBC,1217,IT,OC
22877,465944,,128,178271,SC,2367,SC,SC
22878,204377,,128,178274,BC,1307,BM,BC
22879,359687,,128,178275,SC,2610,CS,SC
22880,441010,,128,178277,BC,1518,IT,OC
22881,273868,,128,178278,BC,3810,IT,BC
22882,253863,,128,178282,BC,3812,CS,BC
22883,476324,,128,178285,SC,4670,CS,SC
22884,392951,,128,178286,MBC,2646,EC,MBC
22885,295782,,128,178287,BC,4677,AD,OC
22886,457165,,128,178289,MBC,1428,EC,OC
22887,392687,,128,178290,BC,1605,EC,OC
22888,488095,,128,178292,MBC,1106,IT,OC
22889,492145,,128,178293,MBC,1412,ME,OC
22890,415580,,128,178296,MBC,3806,ME,OC
22891,326499,,128,178299,BC,5913,IT,BC
22892,425397,,128,178300,SC,2761,IT,SC
22893,208457,,127.5,178302,MBC,1452,CB,OC
22894,446720,,127.5,178303,SC,2651,IT,SC
22895,258314,,127.5,178305,BC,5545,IT,OC
22896,344930,,127.5,178312,MBC,2367,AM,OC
22897,466378,,127.5,178313,BC,1322,AD,BC
22898,419634,,127.5,178314,BC,3908,EE,OC
22899,456054,,127.5,178317,MBC,4994,CS,MBC
22900,227403,,127.5,178317A,BC,2601,SC,BC
22901,486703,,127.5,178318,MBC,2636,AM,MBC
22902,347483,,127.5,178320,MBC,2628,EE,OC
22903,378429,,127.5,178321,MBC,1203,AM,OC
22904,242999,,127.5,178323,BCM,5546,CF,OC
22905,499612,,127.5,178324,MBC,2726,CE,MBC
22906,499166,,127.5,178326,MBC,1519,IT,MBC
22907,324222,,127.5,178327,MBC,2632,AM,MBC
22908,371828,,127.5,178328,ST,2634,EE,ST
22909,310709,,127.5,178329,MBC,3804,ME,OC
22910,476160,,127.5,178330,BC,4934,CS,BC
22911,267139,,127.5,178333,MBC,4941,AD,OC
22912,223290,,127.5,178334,SC,2349,CS,SC
22913,474059,,127.5,178335,SC,1322,CS,SC
22914,370649,,127.5,178336,SC,2726,BM,SC
22915,302671,,127.5,178337,MBC,5832,AM,MBC
22916,275250,,127.5,178340,MBC,2628,SC,MBC
22917,337479,,127.5,178341,BC,3825,IT,BC
22918,457402,,127.5,178342,BC,3805,CE,OC
22919,489403,,127.5,178344,BC,1123,CO,OC
22920,232816,,127.5,178345,MBC,1322,BM,OC
22921,228750,,127.5,178346,MBC,2611,BM,MBC
22922,263609,,127.5,178348,SC,3811,AD,SC
22923,465366,,127.5,178350,MBC,2634,AM,MBC
22924,203440,,127.5,178354,SC,1237,EC,SC
22925,451365,,127.5,178356,MBC,2601,EE,MBC
22926,214781,,127.5,178362,SC,2751,ME,SC
22927,449968,,127.5,178364,SC,1408,EC,SC
22928,497887,,127.5,178366,SC,3806,CE,OC
22929,409684,,127.5,178367,BC,1431,CS,BC
22930,468190,,127.5,178368,BC,2721,EC,BC
22931,343721,,127.5,178369,BC,4957,IT,BC
22932,462150,,127.5,178370,MBC,2636,EE,OC
22933,405107,,127.5,178373,BC,2705,AD,BC
22934,225294,,127.5,178375,MBC,1203,SC,OC
22935,401688,,127.5,178378,MBC,1510,EC,MBC
22936,222476,,127.5,178382,ST,1419,AM,ST
22937,392638,,127.5,178383,MBC,3806,ME,OC
22938,398684,,127.5,178386,BCM,5904,ME,BCM
22939,331623,,127.5,178387,BC,1212,AD,BC
22940,232350,,127.5,178389,SC,3826,ME,SC
22941,399355,,127.5,178391,BC,2624,AD,BC
22942,267006,,127.5,178392,SC,1452,IT,SC
22943,499912,,127.5,178393,SC,3810,BT,SC
22944,321894,,127.5,178395,BC,1127,CS,BC
22945,369371,,127.5,178396,SC,2731,AD,SC
22946,447267,,127.5,178397,BC,4954,CE,OC
22947,437250,,127.5,178398,BC,3852,CS,BC
22948,292287,,127.5,178399,MBC,2611,CI,MBC
22949,404125,,127.5,178401,BC,2610,AD,OC
22950,479875,,127.5,178404,SC,2634,IT,SC
22951,428256,,127.5,178407,SC,1126,RM,SC
22952,399865,,127.5,178409,MBC,2647,EC,MBC
22953,281996,,127.5,178412,SC,4965,AD,SC
22954,278813,,127.5,178413,SC,2716,EC,SC
22955,427041,,127.5,178415,MBC,3805,EC,MBC
22956,498116,,127.5,178416,SC,2650,AD,OC
22957,415821,,127.5,178419,SC,3841,DA,OC
22958,325459,,127.5,178423,BC,4944,CS,BC
22959,461305,,127.5,178426,MBC,1322,CS,MBC
22960,433459,,127.5,178428,BC,2656,CE,BC
22961,382522,,127.5,178432,BC,4994,AD,BC
22962,388599,,127.5,178433,SC,4964,AD,SC
22963,462345,,127.5,178436,BC,3810,CS,BC
22964,400506,,127.5,178438,MBC,2610,IT,MBC
22965,316752,,127.5,178439,BC,4964,EC,OC
22966,333511,,127.5,178441,SCA,2723,BM,SC
22967,492474,,127.5,178442,SC,2727,CS,SC
22968,292520,,127.5,178443,BC,3908,CE,OC
22969,232881,,127.5,178444,MBC,1426,CS,MBC
22970,299517,,127.5,178447,BC,2621,EE,BC
22971,268779,,127.5,178449,MBC,2628,BM,OC
22972,363121,,127.5,178452,MBC,3811,CS,MBC
22973,331879,,127.5,178455,MBC,1504,BT,MBC
22974,437506,,127.5,178456,SCA,2620,AG,SCA
22975,344980,,127.5,178457,BC,5935,ME,OC
22976,456792,,127.5,178458,BC,1504,ME,BC
22977,371260,,127.5,178459,BC,4928,CE,OC
22978,332767,,127.5,178460,MBC,3918,AM,OC
22979,436652,,127.5,178461,SC,2636,AD,SC
22980,266469,,127.5,178462,SC,2732,AD,SC
22981,251261,,127.5,178466,MBC,4961,SC,OC
22982,254805,,127.5,178468,SC,2740,ME,SC
22983,388402,,127.5,178470,BCM,1413,EA,BCM
22984,439649,,127.5,178471,MBC,2611,CI,MBC
22985,499046,,127.5,178472,SC,2624,AD,SC
22986,379808,,127.5,178476,MBC,1426,AD,MBC
22987,363671,,127.5,178479,BC,2650,AD,OC
22988,334595,,127.5,178481,MBC,2642,ME,OC
22989,349560,,127.5,178485,SC,2715,EC,SC
22990,393864,,127.5,178487,MBC,2612,CS,OC
22991,479017,,127.5,178489,MBC,3844,BM,OC
22992,330475,,127.5,178490,MBC,1203,CB,OC
22993,433239,,127.5,178491,BC,1228,IT,OC
22994,334544,,127.5,178492,MBC,2639,CS,MBC
22995,431550,,127.5,178493,MBC,2611,AG,MBC
22996,390805,,127.5,178495,MBC,3857,CS,OC
22997,352325,,127.5,178498,MBC,4928,CS,MBC
22998,264166,,127.5,178502,MBC,3782,CS,MBC
22999,259133,,127.5,178504,SC,5532,CS,SC
23000,409805,,127.5,178507,SC,5986,ME,SC
23001,251729,,127.5,178509,MBC,1301,EV,MBC
23002,249184,,127.5,178510,SC,2755,SC,SC
23003,333759,,127.5,178511,BCM,3825,CS,BCM
23004,328762,,127.5,178512,BC,2628,BM,OC
23005,414295,,127.5,178514,MBC,2643,IT,MBC
23006,453954,,127.5,178515,MBC,1303,CB,MBC
23007,381017,,127.5,178517,BC,5907,EC,BC
23008,428639,,127.5,178519,BC,2630,EE,BC
23009,295322,,127.5,178521,MBC,2707,CD,MBC
23010,306939,,127.5,178530,MBC,5904,IT,MBC
23011,463658,,127.5,178531,BC,1517,AD,BC
23012,377845,,127.5,178533,MBC,1126,RM,MBC
23013,350176,,127.5,178535,BC,4677,CS,BC
23014,300041,,127.5,178536,BC,4931,AD,BC
23015,488183,,127.5,178539,MBC,2624,EE,MBC
23016,259097,,127.5,178541,SC,1322,CS,SC
23017,206012,,127.5,178545,BC,4677,CS,BC
23018,416096,,127.5,178548,SCA,5,CZ,SCA
23019,415578,,127.5,178551,BC,4672,AD,BC
23020,405464,,127.5,178553,MBC,2749,EE,MBC
23021,303814,,127.5,178554,BC,1015,XM,BC
23022,450866,,127.5,178555,MBC,2704,ME,MBC
23023,448916,,127.5,178556,SC,1504,AD,SC
23024,406730,,127.5,178561,SC,1127,CH,SC
23025,429113,,127.5,178562,SC,2751,RM,SC
23026,256542,,127.5,178566,MBC,5904,ME,MBC
23027,347942,,127.5,178570,BC,2647,IT,BC
23028,404805,,127.5,178571,BC,4946,EC,OC
23029,387080,,127.5,178573,BCM,4970,ME,OC
23030,294337,,127.5,178574,BC,3926,CS,OC
23031,448611,,127.5,178575,SC,2707,EC,SC
23032,337612,,127.5,178579,SC,3812,EC,SC
23033,406120,,127.5,178583,MBC,5942,EC,OC
23034,333610,,127.5,178585,BC,2763,CE,OC
23035,353486,,127.5,178586,BC,4677,CS,BC
23036,470359,,127.5,178587,SC,2630,EC,SC
23037,347003,,127.5,178593,BC,3920,IT,OC
23038,458851,,127.5,178594,MBC,3806,EE,MBC
23039,240584,,127.5,178595,BC,2777,AD,BC
23040,265129,,127.5,178596,SC,1306,ME,SC
23041,446454,,127.5,178598,SC,3826,AG,SC
23042,434760,,127.5,178599,MBC,1426,EC,MBC
23043,274347,,127.5,178600,SC,3410,AD,SC
23044,377233,,127.5,178601,MBC,2707,CJ,MBC
23045,493037,,127.5,178603,BCM,1525,CS,OC
23046,367037,,127.5,178606,BC,2617,MD,OC
23047,377592,,127.5,178608,MBC,4968,AD,OC
23048,264485,,127.5,178609,BC,3826,AG,BC
23049,487528,,127.5,178611,SC,2347,AD,SC
23050,475644,,127.5,178614,MBC,2640,AD,OC
23051,469019,,127.5,178615,MBC,2640,AG,OC
23052,390505,,127.5,178617,SC,3760,AD,SC
23053,374550,,127.5,178620,MBC,3805,CE,OC
23054,374476,,127.5,178623,MBC,5536,AM,MBC
23055,376459,,127.5,178629,BC,4670,AG,BC
23056,472541,,127.5,178636,BC,5912,IT,BC
23057,501442,,127.5,178637,BC,1409,RM,BC
23058,344346,,127.5,178638,MBC,2338,AD,OC
23059,330437,,127.5,178639,BC,2636,CS,BC
23060,390626,,127.5,178640,SCA,2611,AD,SCA
23061,296016,,127.5,178641,BC,3817,AD,BC
23062,390000,,127.5,178642,SC,1504,CE,SC
23063,331861,,127.5,178643,SCA,2653,CS,SCA
23064,394702,,127.5,178644,MBC,2747,CE,OC
23065,316354,,127.5,178646,SC,1118,BM,SC
23066,257171,,127.5,178647,SC,3806,CS,SC
23067,446694,,127.5,178648,MBC,2652,CS,MBC
23068,395533,,127.5,178650,MBC,3852,CS,MBC
23069,369692,,127.5,178651,MBC,4993,AG,OC
23070,338910,,127.5,178652,SC,1434,AD,SC
23071,375549,,127.5,178653,SC,1310,CS,SC
23072,486999,,127.5,178654,SCA,2732,AD,SC
23073,418723,,127.5,178658,MBC,3466,AD,OC
23074,220903,,127.5,178661,BC,1303,EE,OC
23075,283973,,127.5,178662,BC,2651,EE,BC
23076,461402,,127.5,178665,MBC,1504,CE,MBC
23077,405496,,127.5,178666,MBC,2762,ME,MBC
23078,310467,,127.5,178669,BC,2627,EC,OC
23079,212437,,127.5,178670,BC,3905,EC,BC
23080,493120,,127.5,178674,MBC,3805,AD,MBC
23081,448736,,127.5,178675,BC,4675,CS,OC
23082,288859,,127.5,178676,MBC,1523,EE,OC
23083,276103,,127.5,178678,SC,3844,EC,OC
23084,393574,,127.5,178680,BC,3905,EC,BC
23085,284951,,127.5,178685,BC,2753,IT,BC
23086,334366,,127.5,178686,BC,4969,CS,BC
23087,343596,,127.5,178688,BC,2632,CS,BC
23088,211456,,127.5,178691,BCM,1207,EC,BCM
23089,457795,,127.5,178694,MBC,2327,AD,OC
23090,354293,,127.5,178696,MBC,1504,BT,MBC
23091,219829,,127.5,178697,SC,1114,CE,SC
23092,230277,,127.5,178698,BC,4994,CS,BC
23093,289957,,127.5,178699,MBC,1428,AD,OC
23094,224591,,127.5,178700,MBC,2342,CS,MBC
23095,500005,,127.5,178702,BC,2753,EC,BC
23096,290646,,127.5,178703,MBC,2623,EE,OC
23097,450938,,127.5,178704,SC,2658,IT,OC
23098,290412,,127.5,178705,SC,2601,EC,SC
23099,246576,,127.5,178706,MBC,2609,EC,MBC
23100,312125,,127.5,178708,BC,2610,EC,BC
23101,369877,,127.5,178709,MBC,2621,CH,OC
23102,368687,,127.5,178710,MBC,1444,AD,OC
23103,430019,,127.5,178716,MBC,1517,AD,MBC
23104,283290,,127.5,178718,MBC,3825,EC,MBC
23105,232606,,127.5,178719,BC,5914,AD,BC
23106,297420,,127.5,178720,BC,4965,CE,BC
23107,476055,,127.5,178721,BC,4934,EC,OC
23108,409567,,127.5,178722,MBC,1426,CS,MBC
23109,282103,,127.5,178723,BC,4964,EC,OC
23110,311504,,127.5,178725,BCM,1504,CH,OC
23111,243928,,127.5,178726,SCA,1422,EC,SCA
23112,388300,,127.5,178728,BC,5921,EE,BC
23113,207907,,127.5,178729,BCM,1303,SC,BCM
23114,393956,,127.5,178731,SC,2601,AD,SC
23115,255592,,127.5,178733,MBC,4680,ME,MBC
23116,376432,,127.5,178737,SC,2755,CS,SC
23117,388691,,127.5,178738,BCM,3811,CS,BCM
23118,379466,,127.5,178740,MBC,2612,CS,OC
23119,372367,,127.5,178742,SC,2611,IT,SC
23120,493986,,127.5,178743,MBC,2610,SC,MBC
23121,360282,,127.5,178744,BC,2627,CS,BC
23122,385340,,127.5,178747,BC,2609,CY,BC
23123,378634,,127.5,178748,SCA,2713,CS,SCA
23124,253014,,127.5,178749,BC,4975,CE,OC
23125,353482,,127.5,178751,BC,1127,IT,BC
23126,275128,,127.5,178754,MBC,4971,ME,MBC
23127,275215,,127.5,178756,MBC,5530,SC,MBC
23128,439147,,127.5,178759,MBC,2636,IT,MBC
23129,323610,,127.5,178760,SC,4960,ME,SC
23130,359537,,127.5,178764,BC,4686,CS,OC
23131,267134,,127.5,178770,BCM,1127,CB,OC
23132,454644,,127.5,178771,BCM,3810,SC,BCM
23133,218471,,127.5,178772,BC,1301,ME,BC
23134,216484,,127.5,178773,MBC,1106,CS,MBC
23135,444969,,127.5,178775,MBC,2772,AM,OC
23136,208043,,127.5,178776,BC,1218,ME,OC
23137,332553,,127.5,178777,OC,2705,IT,OC
23138,320044,,127.5,178778,BC,4980,EC,BC
23139,464260,,127.5,178779,BC,2763,ME,BC
23140,494460,,127.5,178781,BC,2772,AD,OC
23141,264201,,127.5,178782,BC,1241,AD,BC
23142,326436,,127.5,178784,BC,3806,EE,BC
23143,441637,,127.5,178787,SC,2769,AD,SC
23144,396690,,127.5,178788,OC,2632,ME,OC
23145,307681,,127.5,178791,MBC,2601,ME,OC
23146,490704,,127.5,178794,BC,1431,CS,BC
23147,352674,,127.5,178795,SC,5536,IT,SC
23148,363343,,127.5,178799,MBC,2627,AD,OC
23149,298031,,127.5,178800,ST,1419,AD,ST
23150,444416,,127.5,178802,SC,1237,EC,SC
23151,343719,,127.5,178803,BC,1110,BT,BC
23152,412371,,127.5,178805,SC,3810,AD,SC
23153,232152,,127.5,178807,BC,4672,AD,BC
23154,465365,,127.5,178809,MBC,2636,AD,MBC
23155,299326,,127.5,178810,MBC,3905,ME,OC
23156,325419,,127.5,178811,MBC,2651,CE,OC
23157,369552,,127.5,178812,SC,2706,AU,SC
23158,298979,,127.5,178813,BC,4928,AD,BC
23159,406763,,127.5,178818,SCA,2656,EE,SC
23160,464164,,127.5,178819,SC,2347,AD,SC
23161,489425,,127.5,178823,SC,3786,CS,SC
23162,467599,,127.5,178824,SC,3825,IT,SC
23163,453749,,127.5,178828,SC,1218,IT,SC
23164,485536,,127.5,178829,BC,1431,IT,BC
23165,340513,,127.5,178831,SCA,2656,SC,SCA
23166,461226,,127.5,178833,BC,3805,IT,BC
23167,240118,,127.5,178836,SC,2749,SC,SC
23168,301678,,127.5,178837,MBC,2632,EC,MBC
23169,305857,,127.5,178838,BC,1319,CS,OC
23170,289464,,127.5,178839,BC,3410,AD,BC
23171,362055,,127.5,178840,SC,3843,CE,OC
23172,291821,,127.5,178843,SCA,2731,AD,SCA
23173,424336,,127.5,178844,BC,3801,EE,BC
23174,469978,,127.5,178846,BC,3782,IT,BC
23175,262764,,127.5,178848,MBC,2621,AE,OC
23176,230776,,127.5,178850,BC,4984,EC,OC
23177,362415,,127.5,178852,SC,1303,AD,SC
23178,344249,,127.5,178856,SC,2623,CS,SC
23179,421382,,127.5,178858,BC,2617,AM,BC
23180,489964,,127.5,178860,BC,2636,BM,BC
23181,457388,,127.5,178861,BC,2302,SC,BC
23182,461995,,127.5,178865,BC,2744,ME,BC
23183,293750,,127.5,178866,BC,2367,AD,BC
23184,404320,,127.5,178869,MBC,4980,CS,MBC
23185,209555,,127.5,178871,SC,4960,ME,SC
23186,479700,,127.5,178872,BC,1430,EE,OC
23187,442252,,127.5,178874,BC,2632,IT,BC
23188,230815,,127.5,178877,BCM,4966,EC,BCM
23189,472139,,127.5,178878,BC,5907,IT,BC
23190,350521,,127.5,178881,BC,2639,EC,BC
23191,316306,,127.5,178886,BC,5914,EC,OC
23192,222380,,127.5,178887,BC,4989,CS,BC
23193,305465,,127.5,178888,BC,3016,ME,BC
23194,253260,,127.5,178891,MBC,2624,AD,MBC
23195,216907,,127.5,178892,MBC,2762,CE,MBC
23196,335941,,127.5,178893,BC,1322,AM,BC
23197,357703,,127.5,178897,SCA,1304,CD,SCA
23198,211516,,127.5,178899,SC,2726,CE,SC
23199,230603,,127.5,178900,BC,1322,CS,BC
23200,501539,,127.5,178901,BC,2647,EC,BC
23201,432524,,127.5,178905,BC,4965,ME,BC
23202,439300,,127.5,178906,SC,1405,AD,SC
23203,434657,,127.5,178908,BC,2630,EE,BC
23204,421613,,127.5,178911,MBC,3410,ME,OC
23205,341711,,127.5,178912,BC,2737,AD,BC
23206,457582,,127.5,178917,MBC,2367,AD,MBC
23207,382205,,127.5,178919,OC,4957,EC,OC
23208,321036,,127.5,178920,SCA,3464,CE,SCA
23209,458455,,127.5,178921,BC,2737,AD,BC
23210,479509,,127.5,178922,BC,2357,ME,BC
23211,441308,,127.5,178925,BCM,4970,CS,BCM
23212,397851,,127.5,178926,BC,1513,CS,BC
23213,303950,,127.5,178928,MBC,2367,IT,MBC
23214,366056,,127.5,178931,BC,3810,ME,OC
23215,273180,,127.5,178934,BC,5017,ME,BC
23216,256341,,127.5,178937,MBC,4996,CS,OC
23217,329014,,127.5,178944,SC,2639,AD,SC
23218,288703,,127.5,178946,BC,1217,EC,OC
23219,483703,,127.5,178952,MBC,2632,CS,MBC
23220,425208,,127.5,178953,MBC,2347,IT,OC
23221,382529,,127.5,178954,MBC,2641,CS,OC
23222,447317,,127.5,178955,SC,3782,CS,SC
23223,323969,,127.5,178956,MBC,2360,ME,OC
23224,319889,,127.5,178957,MBC,5988,CS,MBC
23225,325512,,127.5,178960,MBC,5842,EE,MBC
23226,249483,,127.5,178963,MBC,2769,PC,MBC
23227,424728,,127.5,178966,BC,2624,EC,BC
23228,245530,,127.5,178967,MBC,1411,CS,MBC
23229,351291,,127.5,178974,MBC,2610,EC,MBC
23230,205370,,127.5,178975,BC,1431,CS,BC
23231,305091,,127.5,178978,BC,3860,CS,OC
23232,455049,,127.5,178980,MBC,3806,ME,OC
23233,465050,,127.5,178981,MBC,4980,EC,MBC
23234,337024,,127.5,178982,MBC,3849,AD,OC
23235,241090,,127.5,178983,SC,2638,CS,OC
23236,219562,,127.5,178984,OC,1106,CO,OC
23237,366804,,127.5,178985,MBC,2349,FD,MBC
23238,500556,,127.5,178986,MBC,3860,AM,OC
23239,414187,,127.5,178987,MBC,2749,EE,MBC
23240,433790,,127.5,178999,BC,4981,ME,OC
23241,493270,,127.5,179001,MBC,2613,CE,MBC
23242,301643,,127.5,179005,MBC,2651,AD,MBC
23243,470512,,127.5,179006,SC,3804,BM,OC
23244,305657,,127.5,179008,MBC,2749,AG,OC
23245,413467,,127.5,179009,MBC,2367,CS,MBC
23246,298061,,127.5,179010,SC,3018,EX,SC
23247,429038,,127.5,179011,MBC,1423,IT,OC
23248,257476,,127.5,179013,BC,3812,CE,OC
23249,414258,,127.5,179016,MBC,2639,CS,MBC
23250,226146,,127.5,179018,OC,1318,AD,OC
23251,289000,,127.5,179019,BC,5904,ME,BC
23252,222921,,127.5,179020,OC,4969,IT,OC
23253,219171,,127.5,179021,SC,4955,ME,SC
23254,373513,,127.5,179023,SC,1014,CE,SC
23255,451564,,127.5,179024,SC,2357,EC,SC
23256,362142,,127.5,179028,MBC,2634,EE,MBC
23257,460603,,127.5,179029,BC,2707,CD,BC
23258,285402,,127.5,179035,SC,3795,CS,SC
23259,403671,,127.5,179036,BC,2625,IT,BC
23260,416402,,127.5,179040,BCM,4944,IT,BCM
23261,245176,,127.5,179042,MBC,1322,EC,MBC
23262,465582,,127.5,179044,BC,4989,CS,BC
23263,398125,,127.5,179045,SC,2716,AG,OC
23264,331178,,127.5,179048,SC,3806,CB,SC
23265,273705,,127.5,179049,BCM,5907,ME,BCM
23266,414976,,127.5,179052,SC,2713,IT,SC
23267,273043,,127.5,179053,BC,1218,BM,BC
23268,379637,,127.5,179055,BC,2609,CY,BC
23269,431731,,127.5,179056,BC,2737,CS,BC
23270,229018,,127.5,179058,BC,2715,CE,BC
23271,461754,,127.5,179061,MBC,2610,IT,MBC
23272,498717,,127.5,179063,BC,1202,AD,BC
23273,466839,,127.5,179065,SCA,4020,ME,SCA
23274,310071,,127.5,179067,BCM,4994,AD,BCM
23275,415295,,127.5,179071,BC,4992,CE,OC
23276,456139,,127.5,179075,SC,1405,AM,SC
23277,475530,,127.5,179076,MBC,2367,SC,MBC
23278,279681,,127.5,179077,SC,4960,CE,SC
23279,293695,,127.5,179078,BC,2705,AM,OC
23280,467297,,127.5,179082,MBC,1233,EC,MBC
23281,376726,,127.5,179083,BC,4933,CS,OC
23282,466189,,127.5,179084,SC,2737,IT,SC
23283,459502,,127.5,179089,SC,3848,IT,OC
23284,273325,,127.5,179090,BC,2611,CI,BC
23285,425939,,127.5,179093,BC,3461,SC,OC
23286,320220,,127.5,179095,MBC,2628,SC,MBC
23287,257079,,127.5,179096,BCM,3829,CS,BCM
23288,448706,,127.5,179098,MBC,1316,ME,MBC
23289,228110,,127.5,179099,BC,5832,SC,BC
23290,472486,,127.5,179102,MBC,3857,CS,OC
23291,405981,,127.5,179103,MBC,2737,AD,MBC
