S NO,APPLICATION NUMBER,NAME OF THE CANDIDATE,AGGREGATE MARK,RANK,COMMUNITY,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
1,380614,,198.5,824,MBC,2732,EC,OC
2,419243,,194.5,5421,SC,3018,CS,SC
3,330377,,192,9560,MBC,2628,SC,OC
4,449840,,192,9939,MBC,3843,IT,MBC
5,456068,,191.5,10954,MBC,1325,CS,MBC
6,355910,,191,11459,MBC,2632,EC,OC
7,473622,,191,11698,SC,2743,CS,SC
8,280056,,191,11923,MBC,3843,EC,OC
9,455496,,190,13806,BC,2622,CE,OC
10,239752,,188.5,16392,BC,1412,EE,OC
11,429504,,185.5,23098,SC,1509,CB,SC
12,246888,,185.5,23163,BCM,3804,CS,BCM
13,444605,,185,24226,MBC,5,CZ,OC
14,452462,,184.5,25400,MBC,3841,CS,MBC
15,313857,,184.5,25739,SC,1211,AU,SC
16,354957,,184.5,25759,MBC,2601,EC,MBC
17,370991,,184,26412,MBC,2610,EC,OC
18,455247,,184,26960,MBC,1226,EE,OC
19,435102,,183.5,28195,MBC,2610,EC,OC
20,398409,,183,29277,BC,3817,CS,BC
21,426413,,182,31184,BC,2620,EC,BC
22,338903,,182,31475,MBC,1203,CS,MBC
23,403724,,180,36323,MBC,1126,AD,MBC
24,391205,,179,38714,BC,2610,CS,OC
25,252216,,178.5,39328,SC,4678,AD,SC
26,336931,,178.5,39480,BC,4676,CS,BC
27,341822,,178.5,39533,BC,2762,EC,BC
28,409018,,178.5,39808,BCM,2613,EE,BCM
29,364584,,178.5,39829,MBC,2621,AD,MBC
30,366488,,178.5,39893,MBC,2634,CS,MBC
31,417535,,178.5,40087,SC,2755,SC,SC
32,429945,,178.5,40304,MBC,3016,EE,MBC
33,477366,,178.5,40366,SC,2621,AD,SC
34,480034,,178,40518,MBC,2776,AD,MBC
35,368465,,178,40710,BC,1420,IT,BC
36,421336,,178,40771,MBC,2776,AD,MBC
37,370039,,178,40843,BC,2704,MZ,BC
38,269386,,178,40986,BCM,3918,AD,OC
39,447087,,178,41251,SC,4955,CS,SC
40,389190,,178,41276,SC,5,EI,SC
41,298119,,178,41563,BC,1520,EC,BC
42,365322,,178,41605,MBC,2610,EC,OC
43,377247,,178,41641,BC,1441,EE,OC
44,477321,,178,41642,MBC,1325,CS,MBC
45,501169,,178,41650,MBC,3829,IT,OC
46,447582,,178,41678,SC,5,ME,SC
47,212487,,177.5,41717,SC,1419,EE,SC
48,270484,,177.5,41923,SC,2737,AD,SC
49,411083,,177.5,41995,BC,2643,AD,OC
50,415116,,177.5,42060,SC,1210,IT,SC
51,262933,,177.5,42257,BC,1431,SC,BC
52,444148,,177.5,42282,SC,2718,ME,SC
53,379210,,177.5,42510,SC,2656,EC,SC
54,501297,,177.5,42550,SC,3855,AD,OC
55,284731,,177.5,42573,BC,4980,CS,BC
56,336375,,177.5,42693,SC,2729,CS,SC
57,229641,,177.5,42866,MBC,2622,EE,MBC
58,451054,,177.5,42929,BC,2643,IT,OC
59,403636,,177,43135,BCM,1322,AE,OC
60,273527,,177,43158,BC,4981,AD,BC
61,388369,,177,43172,MBC,1405,AD,MBC
62,492927,,177,43238,BC,2643,AD,OC
63,362417,,177,43333,MBC,2737,AD,MBC
64,419345,,177,43344,BC,2707,EC,BC
65,354106,,177,43388,SC,1431,CS,SC
66,397841,,177,43445,BC,4917,EE,BC
67,347311,,177,43724,BCM,1015,EC,BCM
68,472437,,177,43730,MBC,2611,CS,MBC
69,491479,,177,43731,SC,2622,CS,SC
70,252849,,177,44163,BC,3817,EE,OC
71,434413,,176.5,44319,MBC,1405,EC,MBC
72,397456,,176.5,44413,MBC,3807,AD,MBC
73,332001,,176.5,44498,MBC,3918,SC,OC
74,399471,,176.5,44751,BC,2345,CS,BC
75,223621,,176.5,44926,BC,3905,CS,BC
76,394648,,176.5,45022,MBC,1412,EC,MBC
77,417867,,176.5,45078,MBC,1325,SC,MBC
78,415270,,176.5,45287,BC,2611,IT,BC
79,254417,,176.5,45470,MBC,2627,IT,OC
80,494439,,176.5,45557,MBC,5,CH,MBC
81,250404,,176,45602,BCM,4961,CS,OC
82,428221,,176,45671,MBC,2753,AD,MBC
83,302039,,176,45841,BC,2611,EC,BC
84,282570,,176,45852,BC,4680,CS,BC
85,261355,,176,45903,SC,1210,IT,SC
86,400289,,176,46121,MBC,5,ME,MBC
87,488647,,176,46271,MBC,2776,AD,MBC
88,479001,,176,46372,MBC,2748,AD,OC
89,378709,,176,46447,BC,2643,CS,OC
90,257125,,176,46450,MBC,1114,EE,MBC
91,228514,,176,46556,BC,1237,MZ,BC
92,249015,,176,46565,SC,1316,CS,SC
93,241438,,176,46572,BC,5,CH,BC
94,380278,,175.5,46891,SC,1114,CS,SC
95,267400,,175.5,46936,MBC,2611,EC,MBC
96,306912,,175.5,47174,SC,1113,EV,SC
97,299522,,175.5,47204,MBC,1118,ME,MBC
98,260935,,175.5,47282,BC,2762,EC,BC
99,347628,,175.5,47292,BC,2636,CE,OC
100,296693,,175.5,47332,BC,2708,ME,BC
101,347779,,175.5,47709,BC,1123,AM,OC
102,394266,,175.5,47765,BC,3786,CS,OC
103,234321,,175.5,47849,MBC,5530,IT,MBC
104,200516,,175.5,47914,BC,2656,EE,BC
105,351803,,175.5,48055,MBC,1412,EC,MBC
106,414227,,175,48216,MBC,2625,CS,OC
107,399221,,175,48294,BC,1233,CS,OC
108,415246,,175,48299,MBC,2621,IT,OC
109,272138,,175,48342,BC,3011,MB,BC
110,326015,,175,48419,BC,1431,IT,BC
111,262721,,175,48421,MBC,3805,CS,MBC
112,291179,,175,48484,MBC,2745,EC,MBC
113,359165,,175,48754,BC,3807,AD,BC
114,427726,,175,48788,MBC,2613,EE,MBC
115,434997,,175,48928,BC,3019,EE,BC
116,329159,,175,48939,BC,5,CE,BC
117,475612,,175,48962,MBC,1412,CB,MBC
118,374853,,175,49063,MBC,1238,IT,OC
119,493595,,175,49066,BC,2643,CS,OC
120,220004,,175,49078,MBC,1126,EV,MBC
121,263539,,175,49117,BC,2643,AD,OC
122,430469,,175,49233,SC,3805,CE,OC
123,291392,,175,49301,MBC,2347,AD,OC
124,264845,,175,49320,MBC,1405,AD,MBC
125,330934,,175,49387,MBC,1322,EC,MBC
126,350057,,174.5,49590,MBC,2618,SF,OC
127,416943,,174.5,49636,MBC,2770,EC,OC
128,472700,,174.5,49759,SCA,2302,SC,OC
129,421277,,174.5,49769,MBC,1412,CB,MBC
130,213945,,174.5,49903,MBC,3806,EC,MBC
131,228889,,174.5,49906,BCM,3826,CS,BCM
132,229794,,174.5,49952,MBC,2621,AM,MBC
133,259664,,174.5,50134,BC,2770,IT,BC
134,500725,,174.5,50319,SC,1210,AD,SC
135,319997,,174.5,50371,MBC,2621,EC,MBC
136,353646,,174.5,50389,SC,3826,EC,SC
137,348760,,174.5,50463,BC,2610,AM,OC
138,339652,,174.5,50492,SC,1122,CS,SC
139,271093,,174.5,50544,SC,2736,CE,SC
140,398246,,174.5,50663,MBC,2609,EC,MBC
141,345485,,174.5,50744,BCM,3843,CS,BCM
142,390073,,174.5,50754,SC,3466,AD,OC
143,461676,,174.5,50773,MBC,1322,AD,MBC
144,451458,,174,50887,BC,3804,AD,BC
145,392735,,174,50890,MBC,2611,CS,MBC
146,236802,,174,50931,BC,2705,AD,BC
147,279205,,174,50954,MBC,1233,CS,OC
148,233212,,174,51011,MBC,1203,CS,MBC
149,207356,,174,51078,MBC,3805,CS,MBC
150,329987,,174,51129,BC,2622,CH,BC
151,459813,,174,51197,SCA,2648,IT,OC
152,407801,,174,51259,BC,2609,CS,BC
153,331793,,174,51265,BC,3806,EC,BC
154,244508,,174,51299,BC,5530,AM,BC
155,293886,,174,51328,BC,1405,AD,BC
156,280113,,174,51354,SC,3786,EC,OC
157,451267,,174,51386,MBC,2740,AE,MBC
158,301946,,174,51408,BC,5,EE,BC
159,348579,,174,51465,BC,1512,AD,OC
160,206581,,174,51494,BC,2707,CS,BC
161,278429,,174,51554,MBC,3801,ME,OC
162,334207,,174,51643,BC,3011,MJ,BC
163,429043,,174,51689,MBC,1412,EC,MBC
164,391056,,174,51704,MBC,1422,AG,MBC
165,262631,,174,51776,MBC,1322,AD,MBC
166,427022,,174,51801,MBC,2620,CS,MBC
167,277865,,174,51834,MBC,1325,SC,MBC
168,475971,,174,51905,MBC,2715,CS,MBC
169,350404,,174,51957,MBC,4917,CS,MBC
170,362419,,174,51960,MBC,2357,EC,MBC
171,349160,,173.725,52131,SC,2716,RM,OC
172,475781,,173.525,52135,MBC,2653,ME,MBC
173,301907,,173.5,52394,BC,1218,IT,OC
174,358508,,173.5,52436,BCM,2601,CS,BCM
175,412379,,173.5,52448,MBC,2609,CS,MBC
176,361123,,173.5,52681,MBC,2656,AD,MBC
177,386041,,173.5,52723,MBC,2345,EC,MBC
178,311693,,173.5,52755,BC,1413,CD,BC
179,466797,,173.5,52861,MBC,3822,CS,OC
180,298321,,173.5,53029,SC,3410,AD,SC
181,209875,,173.5,53128,SCA,2750,BT,SCA
182,261804,,173.5,53213,MBC,3410,IT,MBC
183,224959,,173.5,53245,BC,3807,AD,BC
184,253745,,173.5,53343,BC,2601,AD,BC
185,330348,,173,53543,MBC,1203,IT,OC
186,258493,,173,53566,BC,3846,AD,OC
187,288870,,173,53797,SC,2357,CS,SC
188,417468,,173,53836,SC,1408,CS,SC
189,237629,,173,53904,BCM,4975,CS,OC
190,217869,,173,53905,BCM,1504,SC,BCM
191,474075,,173,54187,SC,2622,ME,SC
192,474159,,173,54188,SC,2622,CS,SC
193,351610,,173,54320,MBC,2634,BM,OC
194,446602,,173,54341,BC,5,CZ,OC
195,303995,,173,54369,MBC,1114,EE,MBC
196,312612,,173,54487,BC,2611,CS,BC
197,241735,,173,54590,MBC,2611,CS,MBC
198,462180,,173,54673,BC,2762,CB,BC
199,335901,,173,54714,BC,1203,SC,OC
200,261186,,173,54734,BC,3782,IT,OC
201,492813,,173,54843,MBC,1436,AD,OC
202,495150,,172.5,54879,MBC,2345,CS,MBC
203,344782,,172.5,55046,BC,4933,CS,OC
204,316917,,172.5,55138,MBC,2610,EC,OC
205,437862,,172.5,55181,BC,2639,CS,OC
206,432841,,172.5,55189,BC,2611,CS,BC
207,379351,,172.5,55214,MBC,2634,EC,OC
208,230685,,172.5,55393,MBC,2640,AD,OC
209,252137,,172.5,55456,MBC,2608,CE,MBC
210,319856,,172.5,55746,SC,2725,CS,SC
211,242817,,172.5,55766,MBC,2621,CS,MBC
212,277283,,172.5,55779,BC,1203,AM,OC
213,474784,,172.5,55826,BC,1412,AD,BC
214,445299,,172.5,55909,ST,2718,ME,ST
215,214103,,172.5,55952,SC,2708,IT,SC
216,350033,,172.5,55960,MBC,2345,EC,MBC
217,362340,,172.5,56119,SC,3011,CK,SC
218,462095,,172.5,56154,MBC,1013,ME,MBC
219,449509,,172,56200,SC,3810,BM,OC
220,349257,,172,56268,BC,4917,EE,BC
221,221791,,172,56379,BC,4980,CS,BC
222,426597,,172,56454,MBC,1505,EC,MBC
223,211061,,172,56576,BC,4928,EC,OC
224,308524,,172,56628,BC,1504,IT,BC
225,241287,,172,56737,BC,1501,CS,BC
226,344014,,172,56831,MBC,1110,CS,MBC
227,454934,,172,57028,SC,2744,ME,OC
228,316338,,172,57046,SC,5832,IT,SC
229,355732,,172,57054,SCA,1219,EC,SCA
230,367035,,172,57113,BC,1303,IT,BC
231,254431,,172,57132,BC,2367,EC,BC
232,288210,,172,57181,MBC,5,CH,MBC
233,226513,,172,57253,MBC,2642,EC,MBC
234,300566,,172,57258,MBC,4960,ME,MBC
235,260260,,172,57265,BC,2708,CE,BC
236,246241,,172,57429,BCM,2620,CS,BCM
237,412500,,172,57478,MBC,1322,AD,MBC
238,226590,,172,57484,BC,4680,SC,BC
239,453223,,172,57551,SC,3701,CS,SC
240,388147,,171.5,57567,MBC,1420,IT,MBC
241,256494,,171.5,57615,MBC,2342,EC,OC
242,449720,,171.5,57801,BC,1420,SC,BC
243,222403,,171.5,57862,OC,2642,SC,OC
244,246081,,171.5,57863,MBC,2346,AD,OC
245,252855,,171.5,57873,SC,3819,ME,SC
246,381137,,171.5,58010,MBC,2611,CS,MBC
247,248513,,171.5,58025,BC,1322,AD,BC
248,289865,,171.5,58028,MBC,2707,EC,MBC
249,356103,,171.5,58060,BCM,1307,AM,BCM
250,446934,,171.5,58180,BC,4933,EC,OC
251,364645,,171.5,58280,BC,1512,AD,BC
252,352957,,171.5,58459,BC,2611,CS,BC
253,417326,,171.5,58519,MBC,4934,EE,OC
254,368388,,171.5,58571,SC,1120,EC,SC
255,293577,,171.5,58609,BC,2634,EC,OC
256,396281,,171.5,58666,MBC,4955,CS,MBC
257,254227,,171.5,58783,BC,1505,EE,OC
258,201658,,171.5,58829,BC,2611,CS,BC
259,336310,,171.5,58834,MBC,1504,EC,MBC
260,474111,,171.5,58844,BC,2643,SC,OC
261,412075,,171.5,58889,MBC,1504,CS,MBC
262,271655,,171,58962,BC,5,EI,BC
263,256870,,171,59054,MBC,2761,EC,MBC
264,394607,,171,59161,MBC,2762,CS,MBC
265,254467,,171,59179,BC,2651,CS,BC
266,466437,,171,59216,MBC,2744,ME,OC
267,431698,,171,59223,MBC,2620,AD,MBC
268,316397,,171,59258,BC,4954,EE,BC
269,218971,,171,59421,OC,1217,CS,OC
270,418415,,171,59480,BC,2643,EC,OC
271,459553,,171,59532,BC,2347,AD,OC
272,399209,,171,59625,MBC,1322,SC,MBC
273,246133,,171,59636,BC,4928,CS,BC
274,432761,,171,59713,BC,2776,AD,BC
275,279370,,171,59784,BCM,2639,SC,OC
276,333135,,171,59809,MBC,1226,EE,OC
277,289667,,171,59822,BCM,3843,CS,BCM
278,274657,,171,59892,MBC,1413,CD,MBC
279,256867,,171,59895,BC,4680,EC,BC
280,268797,,171,59944,MBC,2708,MZ,MBC
281,275867,,171,59997,MBC,2643,CS,OC
282,282202,,171,60003,MBC,5832,AM,OC
283,420322,,171,60102,SC,4023,CS,SC
284,402314,,171,60143,BC,3843,EE,OC
285,492079,,171,60146,SCA,3822,EE,OC
286,398996,,171,60233,SC,2611,IT,SC
287,461883,,171,60246,SC,1422,ME,SC
288,307961,,171,60262,SC,2727,IT,SC
289,487630,,170.5,60335,MBC,1401,IT,MBC
290,290898,,170.5,60379,BC,3804,CS,BC
291,374556,,170.5,60410,MBC,2707,IT,MBC
292,462013,,170.5,60429,MBC,3819,ME,MBC
293,418261,,170.5,60443,MBC,5842,AD,MBC
294,323599,,170.5,60514,BCM,4980,CS,BCM
295,486946,,170.5,60551,MBC,5935,CS,MBC
296,315017,,170.5,60570,BC,3805,CS,BC
297,268114,,170.5,60603,BCM,1408,EC,BCM
298,262586,,170.5,60623,SC,1140,CS,SC
299,407455,,170.5,60727,MBC,2611,EC,MBC
300,422847,,170.5,60820,BC,5530,AM,BC
301,312213,,170.5,60933,SC,2729,IT,SC
302,362580,,170.5,61103,BCM,5907,EC,OC
303,209216,,170.5,61180,SC,2751,SC,SC
304,309327,,170.5,61264,MBC,2625,CS,OC
305,313148,,170.5,61340,MBC,3826,EE,MBC
306,314110,,170.5,61358,BC,4981,CS,BC
307,373148,,170.5,61547,MBC,2729,ME,MBC
308,457215,,170.5,61556,MBC,3829,IT,OC
309,403882,,170,61657,MBC,2741,CS,MBC
310,406810,,170,61670,BC,1110,CB,BC
311,384718,,170,61709,MBC,2347,ME,OC
312,351279,,170,61749,MBC,2611,AD,MBC
313,244859,,170,61861,BC,2342,CS,OC
314,220469,,170,61892,MBC,5530,EC,MBC
315,451520,,170,61995,SCA,2329,AG,SC
316,478713,,170,62037,SC,2643,AD,OC
317,278741,,170,62040,MBC,1430,CS,OC
318,432898,,170,62071,BC,1325,EC,BC
319,347683,,170,62094,MBC,2639,AD,OC
320,485144,,170,62106,SCA,2634,AE,OC
321,346782,,170,62172,MBC,1401,CS,MBC
322,253075,,170,62307,MBC,2609,AD,MBC
323,305716,,170,62330,MBC,2617,EC,MBC
324,464945,,170,62457,BC,3805,CS,BC
325,433225,,170,62518,BC,2776,AD,BC
326,224800,,170,62519,BC,5862,BM,OC
327,381057,,170,62600,BC,2601,EC,BC
328,343931,,170,62684,SC,2708,MZ,SC
329,206502,,170,62691,BC,3826,BM,BC
330,393525,,170,62721,BC,5904,EE,OC
331,411385,,170,62754,BCM,3829,CS,OC
332,250195,,170,62773,SCA,1339,AD,SCA
333,488018,,170,62776,MBC,2705,AD,MBC
334,302700,,170,62779,SC,2725,AD,SC
335,272572,,170,62803,SC,1442,AD,SC
336,251918,,170,62827,BC,2761,CS,BC
337,238561,,170,62852,BCM,1013,ME,BCM
338,457851,,170,62941,SC,1405,CS,SC
339,252574,,170,63083,MBC,2737,CS,MBC
340,266265,,169.5,63169,SC,1419,EE,SC
341,392826,,169.5,63191,BC,1420,IT,BC
342,231569,,169.5,63221,BC,3846,RM,OC
343,439598,,169.5,63258,MBC,4954,EE,MBC
344,225431,,169.5,63318,BC,1412,EC,BC
345,380879,,169.5,63401,MBC,2726,BM,MBC
346,280144,,169.5,63550,BCM,2609,EC,BCM
347,347008,,169.5,63642,BC,2620,CS,BC
348,288846,,169.5,63729,BC,2650,IT,OC
349,346889,,169.5,63823,SC,4020,ME,SC
350,221253,,169.5,63825,BC,5921,AD,BC
351,230801,,169.5,63926,MBC,1423,EC,OC
352,418797,,169.5,63949,BC,2745,EC,BC
353,407115,,169.5,63951,MBC,2639,CS,OC
354,427946,,169.5,64021,BC,4944,CS,BC
355,377507,,169.5,64070,BC,1501,AD,BC
356,342191,,169.5,64080,BC,2707,SC,BC
357,208793,,169.5,64153,OC,1115,EC,OC
358,357536,,169.5,64314,ST,2718,CJ,ST
359,338885,,169.5,64375,BC,2753,AD,BC
360,435013,,169,64513,SCA,2731,EC,SC
361,480166,,169,64525,SC,2643,AD,OC
362,289438,,169,64603,SC,2750,EV,SC
363,427522,,169,64846,MBC,1110,EC,MBC
364,465114,,169,64858,SC,4023,IT,SC
365,386955,,169,64923,MBC,2613,BM,MBC
366,222874,,169,65075,MBC,2617,CS,MBC
367,269640,,169,65174,BC,2768,AD,OC
368,469769,,169,65192,BC,2601,AD,BC
369,362859,,169,65339,SC,2601,AD,SC
370,360837,,169,65380,SC,5,EE,SC
371,361633,,169,65422,SC,1317,BT,SC
372,411431,,169,65433,MBC,1207,CS,MBC
373,261537,,169,65498,MBC,3021,CE,MBC
374,258895,,169,65565,BC,3807,AD,BC
375,458526,,169,65639,MBC,2650,EC,OC
376,347545,,169,65760,MBC,2623,IT,OC
377,419142,,168.5,65853,MBC,2761,AD,MBC
378,473970,,168.5,65886,MBC,2740,ME,MBC
379,335536,,168.5,65913,BC,2367,CS,OC
380,411560,,168.5,65935,BC,2769,ME,BC
381,280989,,168.5,65984,BCM,4024,CE,BCM
382,220864,,168.5,66019,SC,1120,EE,SC
383,248588,,168.5,66080,BC,4680,AD,BC
384,357790,,168.5,66101,SC,1419,EI,SC
385,288993,,168.5,66140,MBC,2639,EC,OC
386,385852,,168.5,66221,SC,2740,EC,SC
387,294129,,168.5,66254,BC,3011,XC,BC
388,429819,,168.5,66299,MBC,3819,CE,MBC
389,393304,,168.5,66338,BC,3806,EC,BC
390,460223,,168.5,66439,SC,2743,AD,SC
391,254603,,168.5,66451,MBC,1126,AD,MBC
392,223387,,168.5,66747,BC,2745,AM,BC
393,247762,,168.5,66765,MBC,2617,EC,MBC
394,422543,,168.5,66849,MBC,1126,AD,MBC
395,312928,,168.5,66937,OC,4969,AD,OC
396,426717,,168.5,66960,BC,1504,BT,OC
397,247404,,168.5,66966,BC,5536,IT,OC
398,475720,,168.5,67014,MBC,2707,AM,MBC
399,373963,,168.5,67026,MBC,1233,CS,OC
400,251127,,168.5,67070,BC,3011,MJ,BC
401,340663,,168.5,67097,SC,1441,IT,OC
402,441929,,168.5,67147,BC,1122,ME,BC
403,374811,,168.5,67175,MBC,5,CH,MBC
404,409926,,168,67226,MBC,3782,EC,OC
405,246878,,168,67280,BC,2737,CS,BC
406,495139,,168,67289,SCA,5,IT,SCA
407,383466,,168,67317,SC,4960,EE,SC
408,282251,,168,67377,MBC,1325,CS,MBC
409,422297,,168,67411,MBC,1203,AD,MBC
410,313855,,168,67478,SC,2608,AD,SC
411,450876,,168,67484,BC,2611,CY,BC
412,375563,,168,67520,BC,4955,EE,BC
413,269217,,168,67537,BC,2611,CS,BC
414,400791,,168,67610,MBC,2753,CS,MBC
415,309198,,168,67656,MBC,2611,AM,MBC
416,473552,,168,67678,BC,2611,CS,BC
417,358356,,168,67790,MBC,2613,EE,MBC
418,431090,,168,67814,BC,2749,AD,BC
419,243266,,168,67843,BC,1420,CS,BC
420,471041,,168,67854,MBC,5022,EE,MBC
421,320387,,168,67871,SC,1210,IT,SC
422,395541,,168,68081,BC,5,EE,BC
423,478434,,168,68150,MBC,2761,IT,MBC
424,283217,,168,68167,MBC,2656,CE,MBC
425,321694,,168,68214,BC,2776,EC,BC
426,233615,,168,68225,MBC,1203,CS,MBC
427,456559,,168,68229,BC,1445,CS,OC
428,302714,,168,68286,BC,2620,CS,BC
429,385648,,168,68303,MBC,2707,IT,MBC
430,297485,,168,68327,BC,2752,CS,BC
431,321735,,168,68333,BC,1238,CS,BC
432,301157,,168,68398,OC,5,MM,OC
433,376324,,168,68438,MBC,2620,IT,MBC
434,294993,,168,68465,MBC,2639,EC,OC
435,439921,,167.5,68525,SC,1210,AD,SC
436,421504,,167.5,68539,BC,2643,AD,OC
437,351391,,167.5,68593,SC,2740,AD,SC
438,486019,,167.5,68647,SC,1419,EI,SC
439,427478,,167.5,68756,SC,1149,SC,SC
440,259258,,167.5,68784,BC,2617,IT,BC
441,229990,,167.5,68837,BCM,1118,BM,BCM
442,457398,,167.5,68957,BC,2643,CS,OC
443,387434,,167.5,69000,BC,3807,AD,BC
444,215517,,167.5,69022,MBC,2601,EE,OC
445,315435,,167.5,69043,SC,1015,EC,SC
446,345876,,167.5,69443,BC,3807,AD,BC
447,290367,,167.5,69522,BC,2726,MO,BC
448,281633,,167.5,69523,MBC,2749,CS,MBC
449,332599,,167.5,69590,BC,1238,CS,BC
450,312016,,167.5,69605,BCM,1322,AD,BCM
451,255631,,167.5,69668,MBC,2345,EC,MBC
452,280968,,167.5,69682,MBC,2345,EC,MBC
453,298098,,167.5,69718,BC,3908,IT,BC
454,363745,,167.5,69727,MBC,2302,BM,OC
455,330318,,167,70028,BC,2611,CS,BC
456,464055,,167,70051,BC,2729,MZ,BC
457,279830,,167,70083,BCM,2622,EE,BCM
458,261872,,167,70093,MBC,4961,AD,OC
459,212442,,167,70122,BC,1311,AU,BC
460,338274,,167,70217,MBC,4960,ME,MBC
461,228531,,167,70230,SCA,2727,SC,SCA
462,450263,,167,70235,SC,2708,CS,SC
463,465466,,167,70243,SC,2349,RM,SC
464,348901,,167,70274,MBC,2625,CS,OC
465,457800,,167,70293,MBC,2707,EC,MBC
466,305866,,167,70345,MBC,2776,CE,OC
467,451283,,167,70347,BC,1203,CS,BC
468,276411,,167,70355,BC,2642,IT,BC
469,262435,,167,70356,BC,4946,CS,OC
470,306955,,167,70357,BC,4944,AD,BC
471,390946,,167,70436,MBC,5,ME,MBC
472,218686,,167,70455,SC,1233,CS,OC
473,212183,,167,70529,SC,1110,EC,SC
474,295330,,167,70579,SC,1233,IT,OC
475,258587,,167,70623,BCM,5907,EC,BCM
476,223816,,167,70628,BC,2707,CS,BC
477,213726,,167,70671,BCM,1301,EA,OC
478,368841,,167,70878,SC,4955,CS,SC
479,455753,,167,70896,MBC,2623,AD,OC
480,284325,,167,70932,MBC,4917,AG,OC
481,480595,,167,70990,BC,4677,EE,OC
482,444509,,167,71021,BC,1322,CS,BC
483,488207,,167,71039,BC,2611,IT,BC
484,481160,,167,71235,MBC,1126,AD,MBC
485,392895,,167,71316,SC,3829,AD,OC
486,361334,,167,71322,BC,2643,EC,OC
487,395428,,166.5,71342,MBC,1504,EC,MBC
488,207334,,166.5,71357,MBC,3905,CS,MBC
489,261052,,166.5,71365,SC,3819,EC,SC
490,424812,,166.5,71377,MBC,1412,EC,MBC
491,432281,,166.5,71388,SC,3826,CE,SC
492,296449,,166.5,71429,BC,2777,AD,OC
493,435397,,166.5,71488,MBC,2611,AD,MBC
494,441210,,166.5,71580,BCM,2618,ME,BCM
495,333043,,166.5,71739,MBC,2723,EE,MBC
496,325444,,166.5,71744,SC,2702,AL,SC
497,255482,,166.5,71856,MBC,4965,CS,MBC
498,329332,,166.5,71891,BC,1325,IT,BC
499,286912,,166.5,71921,SC,2702,AL,SC
500,421450,,166.5,71937,BC,2613,EE,BC
501,346666,,166.5,71994,MBC,2707,CS,MBC
502,388685,,166.5,72081,BC,1420,CS,BC
503,305811,,166.5,72167,MBC,1322,CS,MBC
504,341926,,166.5,72209,BC,2743,ME,BC
505,338171,,166.5,72245,BC,5,CH,BC
506,447607,,166.5,72312,SC,3018,CS,SC
507,270222,,166.5,72375,MBC,2640,CE,OC
508,376359,,166.5,72402,SCA,2743,CS,SCA
509,378877,,166.5,72419,BC,2608,EE,BC
510,210737,,166.5,72476,BC,2749,CS,BC
511,274282,,166.5,72537,BC,1420,CS,BC
512,408900,,166.5,72558,MBC,1504,IT,MBC
513,436887,,166.5,72563,SC,3857,CS,OC
514,298450,,166.5,72635,SC,1504,CS,SC
515,373114,,166,72649,SCA,1210,IT,SCA
516,459694,,166,72718,BC,1424,RM,BC
517,364093,,166,72742,BC,2601,SC,OC
518,238609,,166,72754,MBC,2640,AD,OC
519,339662,,166,72877,MBC,1322,AD,MBC
520,243649,,166,72984,OC,3810,CS,OC
521,349935,,166,72992,MBC,2749,IT,OC
522,458233,,166,73033,BC,2636,AM,OC
523,248326,,166,73059,MBC,2653,CE,MBC
524,411921,,166,73103,MBC,1431,AD,MBC
525,402969,,166,73161,BC,2715,IT,BC
526,274242,,166,73242,BC,2762,CB,BC
527,379116,,166,73254,MBC,2634,EE,OC
528,403934,,166,73280,BC,1325,CS,BC
529,331570,,166,73333,BC,2611,EC,BC
530,408893,,166,73341,MBC,2715,CS,MBC
531,263811,,166,73374,MBC,1322,AD,MBC
532,469152,,166,73440,SCA,2622,CS,SCA
533,470818,,166,73488,BC,3908,CS,BC
534,459172,,166,73489,MBC,1127,AD,OC
535,284690,,166,73507,MBC,1405,CS,MBC
536,487002,,166,73541,SC,2622,CS,SC
537,409636,,166,73601,BC,2731,BM,OC
538,409032,,166,73634,SCA,2702,IT,SCA
539,445640,,166,73729,MBC,2642,CS,MBC
540,247301,,166,73871,BC,1520,AM,BC
541,410538,,166,73880,BC,2608,EE,BC
542,402183,,166,73883,MBC,3843,EE,OC
543,379981,,166,73885,MBC,1431,EC,MBC
544,480782,,166,73895,BC,4917,CI,BC
545,392204,,166,73973,MBC,1431,IT,MBC
546,422498,,166,74057,MBC,2611,EC,MBC
547,276968,,166,74083,MBC,3806,IT,MBC
548,265467,,165.5,74135,SC,3826,EC,SC
549,473830,,165.5,74223,BC,2770,CS,OC
550,328685,,165.5,74230,BC,4957,CS,OC
551,227316,,165.5,74235,BC,1137,EE,BC
552,285263,,165.5,74236,BCM,2715,SC,BCM
553,206060,,165.5,74261,BCM,2611,AD,BCM
554,472819,,165.5,74330,SC,2622,CS,SC
555,474250,,165.5,74370,MBC,2601,CS,MBC
556,376771,,165.5,74465,MBC,4964,CS,MBC
557,425759,,165.5,74489,BC,2625,EC,OC
558,331230,,165.5,74506,MBC,2749,EE,OC
559,451443,,165.5,74512,SC,2622,CS,SC
560,358100,,165.5,74596,SC,1501,IT,SC
561,334518,,165.5,74602,MBC,4955,EE,MBC
562,410133,,165.5,74639,BCM,4672,CS,BCM
563,337344,,165.5,74822,MBC,1408,EE,MBC
